"Datum";"Zeit";"Eröffnung";"Hoch";"Tief";"Schluss";"Volumen"
"05.04.2019";"10:00";"102,20";"102,26";"101,94";"102,04";"95.036,00"
"05.04.2019";"09:45";"102,32";"102,34";"102,18";"102,20";"65.365,00"
"05.04.2019";"09:30";"102,26";"102,50";"102,26";"102,30";"35.086,00"
"05.04.2019";"09:15";"102,42";"102,68";"102,24";"102,28";"111.838,00"
"05.04.2019";"09:00";"102,92";"102,98";"102,08";"102,40";"212.421,00"
"04.04.2019";"17:30";"103,74";"103,76";"103,64";"103,64";"752.030,00"
"04.04.2019";"17:15";"103,88";"103,88";"103,64";"103,72";"120.365,00"
"04.04.2019";"17:00";"104,04";"104,10";"103,86";"103,88";"109.358,00"
"04.04.2019";"16:45";"104,46";"104,50";"104,04";"104,04";"88.584,00"
"04.04.2019";"16:30";"104,46";"104,50";"104,40";"104,46";"86.909,00"
"04.04.2019";"16:15";"104,60";"104,64";"104,40";"104,46";"86.638,00"
"04.04.2019";"16:00";"104,64";"104,72";"104,60";"104,60";"63.457,00"
"04.04.2019";"15:45";"104,58";"104,70";"104,52";"104,62";"50.274,00"
"04.04.2019";"15:30";"104,68";"104,68";"104,52";"104,58";"62.891,00"
"04.04.2019";"15:15";"104,70";"104,72";"104,66";"104,68";"23.483,00"
"04.04.2019";"15:00";"104,80";"104,86";"104,68";"104,70";"53.797,00"
"04.04.2019";"14:45";"104,74";"104,88";"104,72";"104,80";"39.116,00"
"04.04.2019";"14:30";"104,64";"104,74";"104,60";"104,74";"28.721,00"
"04.04.2019";"14:15";"104,56";"104,66";"104,54";"104,62";"38.337,00"
"04.04.2019";"14:00";"104,56";"104,68";"104,44";"104,56";"32.847,00"
"04.04.2019";"13:45";"104,54";"104,58";"104,50";"104,58";"7.489,00"
"04.04.2019";"13:30";"104,52";"104,60";"104,50";"104,52";"18.016,00"
"04.04.2019";"13:15";"104,48";"104,50";"104,42";"104,50";"7.689,00"
"04.04.2019";"13:02";"104,56";"104,56";"104,42";"104,46";"15.356,00"
"04.04.2019";"12:45";"104,40";"104,64";"104,34";"104,56";"28.979,00"
"04.04.2019";"12:30";"104,26";"104,44";"104,24";"104,40";"25.879,00"
"04.04.2019";"12:15";"104,28";"104,28";"104,20";"104,26";"10.655,00"
"04.04.2019";"12:00";"104,30";"104,32";"104,20";"104,28";"18.939,00"
"04.04.2019";"11:45";"104,32";"104,38";"104,30";"104,32";"16.128,00"
"04.04.2019";"11:30";"104,30";"104,36";"104,24";"104,34";"31.568,00"
"04.04.2019";"11:15";"104,22";"104,30";"104,22";"104,28";"35.725,00"
"04.04.2019";"11:00";"104,30";"104,32";"104,18";"104,18";"24.047,00"
"04.04.2019";"10:45";"104,16";"104,28";"104,12";"104,28";"24.973,00"
"04.04.2019";"10:31";"104,22";"104,30";"104,16";"104,18";"9.519,00"
"04.04.2019";"10:15";"104,10";"104,26";"104,08";"104,20";"30.593,00"
"04.04.2019";"10:00";"104,26";"104,26";"104,06";"104,08";"34.933,00"
"04.04.2019";"09:46";"104,38";"104,40";"104,18";"104,26";"18.519,00"
"04.04.2019";"09:30";"104,36";"104,48";"104,32";"104,38";"19.292,00"
"04.04.2019";"09:15";"104,62";"104,64";"104,24";"104,34";"60.040,00"
"04.04.2019";"09:00";"104,18";"104,84";"103,94";"104,60";"173.327,00"
"03.04.2019";"17:35";"103,84";"103,84";"103,84";"103,84";"1.090.885,00"
"03.04.2019";"17:15";"104,00";"104,18";"103,88";"104,16";"52.174,00"
"03.04.2019";"17:00";"103,88";"104,06";"103,88";"103,98";"74.430,00"
"03.04.2019";"16:45";"103,94";"103,96";"103,86";"103,90";"29.919,00"
"03.04.2019";"16:30";"103,80";"103,96";"103,78";"103,96";"35.255,00"
"03.04.2019";"16:15";"103,78";"103,86";"103,74";"103,80";"43.564,00"
"03.04.2019";"16:00";"103,86";"103,94";"103,72";"103,80";"39.579,00"
"03.04.2019";"15:45";"103,82";"103,88";"103,74";"103,86";"29.996,00"
"03.04.2019";"15:30";"103,88";"103,88";"103,76";"103,80";"37.853,00"
"03.04.2019";"15:15";"103,82";"103,92";"103,80";"103,86";"24.520,00"
"03.04.2019";"15:00";"103,92";"103,92";"103,74";"103,82";"13.240,00"
"03.04.2019";"14:45";"103,92";"103,96";"103,86";"103,92";"29.065,00"
"03.04.2019";"14:30";"103,78";"103,94";"103,78";"103,92";"18.281,00"
"03.04.2019";"14:15";"103,84";"103,84";"103,70";"103,78";"13.215,00"
"03.04.2019";"14:00";"103,76";"103,88";"103,70";"103,88";"13.648,00"
"03.04.2019";"13:45";"103,86";"103,86";"103,74";"103,76";"14.330,00"
"03.04.2019";"13:30";"103,90";"103,90";"103,82";"103,88";"13.291,00"
"03.04.2019";"13:15";"103,86";"103,94";"103,86";"103,90";"9.727,00"
"03.04.2019";"13:00";"103,76";"103,96";"103,76";"103,88";"14.198,00"
"03.04.2019";"12:45";"103,62";"103,86";"103,62";"103,78";"16.533,00"
"03.04.2019";"12:30";"103,68";"103,70";"103,54";"103,64";"11.110,00"
"03.04.2019";"12:15";"103,68";"103,72";"103,64";"103,68";"18.300,00"
"03.04.2019";"12:00";"103,76";"103,78";"103,68";"103,70";"6.568,00"
"03.04.2019";"11:45";"103,80";"103,80";"103,68";"103,74";"13.160,00"
"03.04.2019";"11:30";"103,68";"103,84";"103,62";"103,80";"33.993,00"
"03.04.2019";"11:15";"103,60";"103,80";"103,60";"103,64";"20.269,00"
"03.04.2019";"11:01";"103,68";"103,70";"103,56";"103,58";"14.009,00"
"03.04.2019";"10:45";"103,52";"103,86";"103,52";"103,66";"34.102,00"
"03.04.2019";"10:30";"103,44";"103,56";"103,40";"103,54";"29.871,00"
"03.04.2019";"10:15";"103,48";"103,50";"103,34";"103,44";"15.895,00"
"03.04.2019";"10:00";"103,56";"103,64";"103,46";"103,46";"19.314,00"
"03.04.2019";"09:45";"103,78";"103,84";"103,58";"103,58";"50.427,00"
"03.04.2019";"09:30";"103,34";"103,76";"103,34";"103,74";"26.784,00"
"03.04.2019";"09:15";"103,44";"103,54";"103,32";"103,36";"40.025,00"
"03.04.2019";"09:00";"103,68";"103,94";"103,40";"103,44";"82.159,00"
"02.04.2019";"17:35";"103,10";"103,10";"103,10";"103,10";"606.110,00"
"02.04.2019";"17:15";"103,26";"103,36";"103,20";"103,36";"39.564,00"
"02.04.2019";"17:00";"103,26";"103,28";"103,12";"103,26";"47.115,00"
"02.04.2019";"16:45";"103,16";"103,28";"103,16";"103,24";"29.356,00"
"02.04.2019";"16:30";"103,24";"103,24";"103,10";"103,14";"27.862,00"
"02.04.2019";"16:15";"103,14";"103,28";"103,08";"103,26";"30.792,00"
"02.04.2019";"16:00";"103,16";"103,16";"102,92";"103,14";"46.624,00"
"02.04.2019";"15:45";"103,20";"103,24";"103,10";"103,16";"58.189,00"
"02.04.2019";"15:30";"103,22";"103,26";"103,06";"103,22";"46.486,00"
"02.04.2019";"15:16";"103,30";"103,30";"103,20";"103,24";"25.209,00"
"02.04.2019";"15:00";"103,28";"103,30";"103,22";"103,30";"14.024,00"
"02.04.2019";"14:45";"103,30";"103,36";"103,20";"103,28";"24.312,00"
"02.04.2019";"14:31";"103,40";"103,42";"103,24";"103,30";"14.521,00"
"02.04.2019";"14:15";"103,46";"103,48";"103,34";"103,40";"18.919,00"
"02.04.2019";"14:00";"103,24";"103,50";"103,22";"103,46";"18.401,00"
"02.04.2019";"13:45";"103,30";"103,30";"103,18";"103,26";"33.329,00"
"02.04.2019";"13:30";"103,18";"103,32";"103,16";"103,30";"17.658,00"
"02.04.2019";"13:15";"103,30";"103,34";"103,16";"103,18";"20.574,00"
"02.04.2019";"13:02";"103,26";"103,34";"103,24";"103,30";"18.099,00"
"02.04.2019";"12:45";"103,28";"103,38";"103,28";"103,34";"15.594,00"
"02.04.2019";"12:30";"103,18";"103,38";"103,16";"103,30";"20.812,00"
"02.04.2019";"12:15";"103,08";"103,20";"103,02";"103,18";"17.595,00"
"02.04.2019";"12:00";"103,00";"103,08";"102,98";"103,06";"12.422,00"
"02.04.2019";"11:45";"103,06";"103,06";"103,00";"103,02";"7.023,00"
"02.04.2019";"11:30";"103,00";"103,06";"102,98";"103,06";"17.168,00"
"02.04.2019";"11:15";"103,00";"103,04";"102,98";"103,00";"17.787,00"
"02.04.2019";"11:00";"103,04";"103,12";"103,00";"103,02";"23.271,00"
"02.04.2019";"10:45";"103,10";"103,18";"103,02";"103,04";"22.342,00"
"02.04.2019";"10:30";"103,14";"103,16";"103,02";"103,10";"32.526,00"
"02.04.2019";"10:15";"103,16";"103,30";"103,14";"103,14";"23.248,00"
"02.04.2019";"10:00";"103,10";"103,18";"103,02";"103,18";"27.385,00"
"02.04.2019";"09:45";"102,96";"103,26";"102,94";"103,10";"25.410,00"
"02.04.2019";"09:30";"102,94";"102,98";"102,90";"102,98";"25.619,00"
"02.04.2019";"09:15";"102,94";"103,04";"102,88";"102,92";"62.961,00"
"02.04.2019";"09:00";"103,20";"103,38";"102,92";"102,96";"58.605,00"
"01.04.2019";"17:35";"103,00";"103,00";"103,00";"103,00";"1.029.692,00"
"01.04.2019";"17:15";"103,12";"103,22";"103,12";"103,16";"58.212,00"
"01.04.2019";"17:00";"103,12";"103,16";"103,04";"103,14";"39.120,00"
"01.04.2019";"16:45";"103,02";"103,12";"103,00";"103,12";"20.278,00"
"01.04.2019";"16:30";"102,98";"103,02";"102,94";"103,02";"26.357,00"
"01.04.2019";"16:15";"102,92";"103,00";"102,90";"102,96";"50.442,00"
"01.04.2019";"16:00";"102,96";"103,08";"102,84";"102,92";"123.063,00"
"01.04.2019";"15:45";"102,94";"102,98";"102,90";"102,94";"56.964,00"
"01.04.2019";"15:30";"103,10";"103,18";"102,88";"102,92";"62.942,00"
"01.04.2019";"15:15";"102,98";"103,12";"102,94";"103,10";"19.687,00"
"01.04.2019";"15:00";"103,02";"103,04";"102,90";"102,96";"29.391,00"
"01.04.2019";"14:45";"103,02";"103,06";"102,94";"103,02";"21.866,00"
"01.04.2019";"14:30";"103,24";"103,24";"102,98";"103,02";"35.624,00"
"01.04.2019";"14:15";"103,20";"103,22";"103,04";"103,22";"20.566,00"
"01.04.2019";"14:00";"103,28";"103,30";"103,16";"103,22";"14.260,00"
"01.04.2019";"13:45";"103,18";"103,28";"103,10";"103,26";"14.588,00"
"01.04.2019";"13:30";"103,14";"103,24";"103,14";"103,16";"12.497,00"
"01.04.2019";"13:15";"103,10";"103,14";"103,08";"103,12";"7.575,00"
"01.04.2019";"13:02";"102,96";"103,16";"102,92";"103,10";"22.762,00"
"01.04.2019";"12:45";"103,00";"103,06";"102,92";"102,92";"15.649,00"
"01.04.2019";"12:30";"102,98";"103,02";"102,94";"103,00";"12.443,00"
"01.04.2019";"12:15";"103,12";"103,14";"102,90";"103,00";"31.630,00"
"01.04.2019";"12:00";"103,04";"103,16";"102,98";"103,14";"11.977,00"
"01.04.2019";"11:46";"103,04";"103,08";"103,00";"103,06";"12.187,00"
"01.04.2019";"11:30";"103,10";"103,12";"102,98";"103,06";"28.485,00"
"01.04.2019";"11:15";"103,32";"103,34";"103,06";"103,12";"32.220,00"
"01.04.2019";"11:00";"103,48";"103,54";"103,32";"103,34";"21.052,00"
"01.04.2019";"10:45";"103,56";"103,58";"103,38";"103,48";"19.190,00"
"01.04.2019";"10:30";"103,52";"103,64";"103,48";"103,50";"20.055,00"
"01.04.2019";"10:15";"103,30";"103,58";"103,24";"103,50";"28.491,00"
"01.04.2019";"10:00";"103,36";"103,40";"103,22";"103,30";"21.201,00"
"01.04.2019";"09:45";"103,14";"103,38";"103,14";"103,36";"16.361,00"
"01.04.2019";"09:30";"102,92";"103,18";"102,82";"103,12";"18.700,00"
"01.04.2019";"09:15";"103,18";"103,20";"102,88";"102,94";"42.301,00"
"01.04.2019";"09:00";"103,00";"103,40";"103,00";"103,18";"86.690,00"
